"","AGE_W1_CORE","ATTVIO12_W6","ATTVIO1_W6","COUNTRY_W6","DFH1_W6","DFH2_W6","DFH3_W6","DFH4_W6","DFH5_W6","DFH6_W6","DFH7_W6","DFH8_W6","DFH9_W6","DFH10_W6","DFH11_W6","DFH12_W6","DFH13_W6","DFH14_W6","DFH15_W6","DFH16_W6","DFH17_W6","DFH18_W6","DFH19_W6","DFH20_W6","DFH21_W6","DFH22_W6","DFH23_W6","DFH24_W6","DFH25_W6","DFH26_W6","DFH27_W6","DFH28_W6","DFH29_W6","DFH30_W6","DFHNORMS1_W6","DFHNORMS2_W6","DFHNORMS3_W6","DFHNORMS4_W6","DFHNORMS5_W6","DFHNORMS6_W6","DFHNORMS7_W6","DFHNORMS8_W6","DFHNORMS9_W6","DFHNORMS10_W6","DFHNORMS11_W6","DFHNORMS12_W6","DFHNORMS13_W6","DFHNORMS14_W6","DFHNORMS15_W6","DFHNORMS16_W6","DFHNORMS17_W6","DFHNORMS18_W6","DFHNORMS19_W6","DFHNORMS20_W6","DFHNORMS21_W6","DFHNORMS22_W6","DFHNORMS23_W6","DFHNORMS24_W6","DFHNORMS25_W6","DFHNORMS26_W6","DFHNORMS27_W6","DFHNORMS28_W6","DFHNORMS29_W6","DFHNORMS30_W6","EDUCATION_W6","ETHNICITY_SA_CORE","GENDER_CORE","RELIGION_W2_CORE","SELFFACE1_W6","SELFFACE2_W6","SELFFACE3_W6","SELFFACE4_W6","SELFFACE5_W6","SELFFACE6_W6","SELFFACE7_W6","SELFFACE8_W6","SELFFACE9_W6","SELFFACE10_W6","SELFFACE11_W6","SELFFACE12_W6","SELFFACE13_W6"
"799","18","1","4","Namibia","6","5","5","6","4","6","6","6","6","6","5","6","5","3","6","6","3","6","5","3","5","6","5","5","5","4","5","3","5","5","5","5","NA","NA","NA","NA","NA","5","NA","NA","NA","5","NA","5","5","5","NA","NA","NA","5","NA","5","NA","NA","NA","5","NA","NA","NA","NA","1","available upon request","1","an african traditional religion","2","1","6","6","6","4","4","4","6","6","6","6","6"
"800","18","2","3","Namibia","3","1","1","4","4","1","2","4","5","5","6","4","3","6","4","3","4","4","3","4","3","4","4","3","4","3","4","4","5","4","3","NA","NA","NA","NA","4","NA","4","NA","NA","NA","3","3","4","NA","NA","NA","NA","4","NA","3","NA","3","NA","NA","NA","3","NA","NA","NA","6","available upon request","1","christianity","2","0","2","4","6","2","2","4","6","4","4","4","4"
"801","19","3","3","Namibia","5","6","3","5","5","6","3","4","2","5","6","5","3","6","4","2","3","4","3","4","5","4","3","2","2","3","2","4","6","2","NA","NA","NA","3","4","4","NA","NA","NA","NA","NA","NA","NA","2","2","5","NA","2","5","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","1","available upon request","1","christianity","3","1","4","6","4","4","4","4","4","4","4","4","4"
"802","18","1","2","Namibia","3","5","5","4","4","6","5","5","6","5","3","2","5","2","4","4","3","5","5","5","5","3","5","5","1","5","4","5","4","4","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","5","5","5","NA","4","NA","4","NA","NA","NA","4","4","NA","NA","NA","4","NA","4","1","available upon request","0","christianity","3","0","6","6","6","5","2","5","5","6","6","7","5"
"803","18","3","3","Namibia","5","2","3","4","3","3","5","3","3","4","3","5","4","4","2","6","3","6","5","4","6","4","2","2","3","4","3","4","3","2","5","4","NA","5","NA","NA","NA","NA","5","NA","NA","NA","NA","6","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","5","5","4","NA","5","NA","1","available upon request","1","christianity","5","0","6","6","4","4","2","4","4","4","2","4","4"
"804","18","2","3","Namibia","2","5","3","4","5","4","2","2","4","3","2","5","6","1","2","4","5","4","4","3","3","3","3","2","4","5","3","4","3","3","NA","3","NA","3","NA","NA","NA","NA","2","NA","3","NA","3","NA","NA","NA","NA","NA","4","2","NA","NA","NA","4","2","NA","NA","NA","NA","3","1","available upon request","0","christianity","5","0","6","6","3","1","4","4","2","1","3","4","3"
"805","20","NA","NA","Namibia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","available upon request","0","christianity","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"806","18","1","3","Namibia","5","5","4","5","5","6","5","6","6","5","4","2","4","2","5","4","5","4","5","4","5","2","5","5","3","4","5","5","5","4","NA","5","NA","5","5","4","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","4","NA","4","5","3","NA","2","available upon request","1","christianity","1","0","6","6","6","6","6","6","6","5","5","5","6"
"807","20","NA","NA","Namibia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","available upon request","0","an african traditional religion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"808","19","5","5","Namibia","6","5","6","4","6","6","6","5","6","5","6","6","4","5","5","5","6","6","4","5","5","5","6","6","6","5","5","6","6","5","5","NA","NA","5","NA","NA","NA","NA","NA","6","5","6","NA","NA","NA","NA","NA","NA","NA","5","NA","6","NA","NA","NA","5","NA","6","6","NA","6","available upon request","1","christianity","1","1","6","5","6","7","6","5","7","6","6","5","4"
"809","19","NA","NA","Namibia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","available upon request","0","christianity","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"810","NA","NA","NA","Namibia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","available upon request","1","christianity","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"811","18","3","3","Namibia","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","NA","NA","6","5","NA","NA","5","5","NA","5","NA","NA","5","NA","5","NA","NA","6","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","2","available upon request","0","christianity","5","0","5","7","7","7","7","7","7","5","7","7","7"
"812","18","1","2","Namibia","5","5","4","4","5","6","4","5","6","5","5","1","3","2","5","4","3","4","4","5","5","2","5","4","2","2","3","5","5","4","NA","NA","NA","4","NA","NA","NA","NA","5","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","4","NA","5","NA","2","5","3","NA","NA","4","1","available upon request","0","christianity","3","0","6","6","6","5","3","6","5","6","5","6","5"
"813","19","2","3","Namibia","5","5","5","5","5","5","5","5","6","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","5","5","5","NA","6","6","3","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","4","2","NA","5","2","NA","NA","NA","NA","NA","NA","2","NA","NA","2","3","available upon request","0","christianity","3","0","1","7","7","2","7","2","7","6","6","6","7"
"814","18","1","1","Namibia","5","4","4","4","5","6","5","5","6","6","5","5","5","5","5","6","4","5","6","6","6","5","5","5","5","5","5","5","5","4","NA","6","5","NA","NA","6","NA","NA","NA","5","4","NA","NA","NA","NA","6","NA","NA","5","NA","NA","NA","NA","NA","NA","5","NA","NA","5","5","2","available upon request","0","christianity","4","0","2","6","6","5","5","5","6","5","6","6","6"
"815","18","1","2","Namibia","5","5","6","6","5","6","5","6","6","6","5","6","5","5","4","5","6","6","6","5","5","5","6","6","5","6","5","5","6","6","NA","NA","NA","2","NA","5","NA","NA","NA","5","NA","NA","NA","5","NA","NA","NA","6","NA","NA","NA","5","5","5","NA","2","NA","6","NA","NA","2","available upon request","0","christianity","2","1","6","6","5","2","6","6","6","6","5","6","7"
"816","18","1","3","Namibia","6","6","5","6","6","5","6","6","5","5","6","6","6","1","5","6","6","6","5","6","5","6","6","6","5","6","5","5","6","6","NA","5","5","NA","NA","4","NA","4","NA","NA","5","NA","NA","NA","NA","5","5","NA","NA","NA","5","NA","5","NA","4","NA","NA","NA","NA","NA","1","available upon request","1","christianity","3","1","4","6","6","5","5","7","7","7","6","4","6"
"817","18","4","2","Namibia","5","2","5","5","5","5","5","5","5","5","5","5","5","5","6","5","5","5","6","5","5","5","5","5","5","5","6","6","5","5","NA","NA","5","NA","NA","5","NA","NA","NA","NA","5","NA","2","NA","2","NA","2","NA","NA","NA","2","5","NA","NA","NA","NA","5","NA","NA","5","2","available upon request","0","christianity","3","0","6","6","6","6","6","6","2","6","6","7","7"
"818","18","NA","NA","Namibia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","available upon request","1","christianity","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"819","18","1","1","Namibia","4","5","6","6","5","5","5","5","6","4","5","4","5","5","6","5","4","5","4","2","6","6","6","6","6","4","6","6","3","5","NA","NA","5","NA","5","NA","NA","NA","NA","NA","5","5","5","NA","NA","NA","5","5","NA","5","NA","5","NA","NA","NA","NA","NA","NA","4","NA","2","available upon request","0","christianity","5","0","4","4","4","4","4","4","4","4","4","4","4"
"820","17","NA","NA","Namibia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","available upon request","1","christianity","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"821","18","NA","NA","Namibia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","available upon request","1","christianity","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"822","18","1","1","Namibia","4","5","3","4","3","5","3","4","4","6","5","1","4","1","6","4","4","6","5","4","4","4","6","4","4","1","4","4","4","4","NA","NA","6","6","NA","6","NA","NA","NA","NA","NA","1","NA","NA","NA","6","4","6","NA","NA","NA","5","NA","NA","6","1","NA","NA","NA","NA","2","available upon request","1","christianity","2","1","6","5","7","4","5","5","5","5","5","2","6"
"823","19","1","1","Namibia","4","5","4","5","2","5","5","5","5","2","5","2","5","2","5","5","5","5","5","5","5","3","2","5","5","2","5","5","5","5","NA","5","NA","5","NA","5","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","4","NA","NA","NA","NA","5","5","5","5","2","available upon request","1","christianity","3","0","6","6","6","3","3","1","4","6","6","2","6"
"824","18","1","1","Namibia","6","6","6","6","6","6","6","6","6","6","2","6","6","2","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","NA","NA","NA","6","6","6","NA","NA","NA","4","3","NA","2","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","5","NA","2","available upon request","1","christianity","3","0","4","5","5","5","6","5","5","5","5","5","5"
"825","18","2","1","Namibia","6","6","6","5","5","5","6","6","6","5","6","6","6","6","4","6","4","4","5","2","6","6","6","6","6","5","6","6","5","6","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","5","4","1","NA","6","1","NA","NA","1","6","NA","1","available upon request","1","christianity","2","1","5","7","7","7","5","7","5","5","6","6","5"
"826","19","4","4","Namibia","6","6","4","6","4","6","6","4","4","4","5","2","6","1","4","5","4","6","6","4","5","4","3","4","4","4","5","5","4","6","NA","NA","4","NA","NA","6","6","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","6","NA","6","4","NA","6","NA","5","NA","NA","NA","1","available upon request","1","NA","2","1","6","5","6","6","5","2","2","2","6","2","6"
"827","19","1","1","Namibia","6","6","6","4","6","6","4","6","6","4","6","1","5","1","6","4","5","6","5","6","6","4","6","6","6","3","5","5","6","6","NA","NA","NA","4","6","6","NA","NA","6","NA","NA","NA","NA","NA","6","6","NA","6","6","NA","NA","NA","6","NA","NA","4","NA","NA","NA","NA","1","available upon request","1","christianity","3","0","1","1","1","1","1","1","1","1","4","4","4"
"828","18","2","4","Namibia","5","5","5","5","5","6","5","5","5","5","5","5","6","3","5","5","6","5","5","5","6","5","5","3","5","5","5","6","5","5","NA","NA","NA","5","5","NA","NA","NA","2","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","4","NA","5","5","5","5","NA","6","available upon request","1","christianity","2","1","7","6","5","4","5","5","4","1","1","1","4"
"829","18","5","3","Namibia","4","6","5","5","5","5","5","6","5","5","5","5","4","6","5","5","5","5","5","4","6","5","5","6","5","5","4","6","6","6","5","NA","NA","NA","6","NA","6","6","NA","NA","NA","6","NA","NA","5","NA","NA","NA","NA","NA","NA","5","NA","5","NA","6","NA","NA","NA","4","1","available upon request","1","christianity","2","1","5","7","5","5","5","7","5","5","7","5","7"
"830","NA","1","3","Namibia","3","6","5","6","5","4","4","6","3","6","5","1","4","5","5","5","5","6","5","3","4","5","4","5","5","4","6","5","5","6","4","NA","4","NA","NA","NA","NA","NA","3","NA","NA","NA","4","NA","NA","5","4","NA","NA","NA","NA","5","NA","4","NA","NA","NA","4","4","NA","1","available upon request","1","an african traditional religion","2","1","7","5","5","5","7","5","5","5","5","7","7"
"831","18","1","3","Namibia","5","6","4","5","5","4","5","6","5","5","5","4","5","4","5","6","5","6","6","3","6","5","5","6","6","5","6","4","6","5","NA","4","6","6","NA","NA","NA","NA","NA","5","5","NA","6","NA","NA","5","NA","NA","5","6","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","1","available upon request","0","christianity","3","1","5","6","6","6","5","5","5","6","5","5","5"
"832","18","NA","NA","Namibia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","available upon request","0","christianity","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"833","18","1","3","Namibia","6","6","5","5","6","6","6","6","6","6","5","3","6","1","6","5","4","5","5","5","5","5","5","5","5","3","3","5","6","4","5","NA","5","NA","4","NA","NA","NA","NA","NA","NA","NA","4","3","5","4","4","4","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","1","available upon request","0","NA","2","0","6","7","6","6","6","7","6","7","7","2","4"
"834","19","1","2","Namibia","1","6","6","6","5","6","5","5","5","6","6","2","6","2","6","6","6","6","6","6","6","5","5","4","6","1","5","6","6","6","1","NA","NA","NA","NA","6","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","6","NA","6","6","NA","NA","NA","6","NA","6","6","NA","NA","6","6","available upon request","0","christianity","3","0","7","7","7","6","7","7","7","7","7","7","7"
"835","19","2","2","Namibia","5","5","3","5","5","5","2","5","6","5","5","2","5","2","2","6","4","2","5","6","5","6","3","6","2","5","6","5","5","5","NA","6","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","2","NA","NA","NA","5","6","2","5","5","5","NA","NA","2","available upon request","0","christianity","3","0","5","6","6","7","2","2","6","6","6","3","1"
"836","18","1","3","Namibia","5","5","5","5","6","6","5","5","6","5","1","3","6","5","6","6","4","5","5","6","6","5","5","5","5","5","5","5","6","6","NA","5","NA","NA","5","6","NA","5","5","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","4","NA","NA","5","NA","5","NA","2","available upon request","0","christianity","1","1","4","7","6","4","5","4","6","4","4","6","5"
"837","18","NA","NA","Namibia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","available upon request","1","christianity","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"838","21","1","3","Namibia","3","5","3","4","2","6","6","5","2","5","1","1","5","5","5","6","3","4","4","4","6","2","3","3","2","6","5","4","6","5","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","1","5","2","NA","NA","3","3","5","4","NA","NA","NA","5","NA","NA","NA","NA","NA","6","2","available upon request","1","other","2","1","2","7","6","4","4","2","6","4","2","2","2"
"839","18","1","3","Namibia","5","6","5","5","6","6","5","6","6","6","5","6","6","5","6","6","6","6","6","5","6","6","6","5","6","6","5","5","5","6","NA","NA","6","6","NA","NA","5","NA","NA","5","5","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","6","5","NA","NA","NA","6","NA","5","2","available upon request","1","christianity","1","0","6","6","5","7","5","7","5","6","6","7","5"
"840","18","1","2","Namibia","6","6","6","5","6","6","6","6","6","6","6","1","6","6","6","6","5","6","5","6","6","6","6","6","6","6","6","6","6","6","6","NA","4","NA","2","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","2","NA","NA","NA","1","NA","NA","1","1","available upon request","0","christianity","1","1","7","7","7","6","7","7","7","6","7","6","7"
"841","20","2","3","Namibia","6","1","6","2","2","2","6","2","3","5","5","2","5","3","6","6","2","5","5","6","6","1","6","6","1","2","5","1","2","3","NA","NA","NA","NA","NA","NA","6","5","NA","NA","5","5","NA","6","6","NA","NA","NA","5","NA","6","NA","NA","NA","NA","NA","1","NA","NA","1","1","available upon request","0","christianity","3","0","2","4","4","1","6","7","7","2","5","2","6"
"842","18","1","2","Namibia","3","3","5","5","5","4","5","3","6","4","4","5","6","3","2","2","5","5","4","4","3","5","5","4","5","4","5","4","5","4","4","NA","3","NA","NA","NA","6","5","4","NA","NA","NA","NA","NA","3","NA","6","5","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","3","NA","3","available upon request","0","christianity","2","1","2","6","2","6","5","5","5","2","6","4","6"
"843","18","2","2","Namibia","5","6","4","4","5","3","5","5","6","5","1","5","6","5","3","6","3","6","6","5","5","5","5","6","5","5","5","6","5","6","NA","NA","5","NA","NA","NA","NA","NA","NA","4","NA","NA","5","5","NA","NA","NA","NA","5","NA","NA","5","5","5","NA","NA","NA","NA","6","5","1","available upon request","1","christianity","1","0","5","5","2","2","2","4","4","4","5","4","4"
"844","18","4","4","Namibia","3","3","3","3","3","5","2","1","3","5","5","2","2","1","3","3","3","2","4","2","5","5","3","2","2","5","3","2","3","2","NA","3","NA","5","NA","3","NA","NA","5","NA","NA","2","NA","NA","2","NA","NA","5","NA","5","5","NA","NA","NA","NA","NA","5","NA","NA","NA","3","available upon request","1","NA","2","0","2","2","4","4","4","4","3","4","4","4","4"
"845","18","1","3","Namibia","6","6","6","3","6","6","6","6","6","6","5","3","5","2","6","6","5","5","4","5","4","4","4","5","4","3","4","5","6","5","NA","6","6","NA","NA","NA","NA","NA","6","NA","6","1","NA","NA","5","NA","NA","6","NA","NA","6","NA","5","NA","NA","NA","4","NA","NA","NA","1","available upon request","0","christianity","4","0","6","6","5","2","6","5","5","6","3","2","2"
"846","18","NA","NA","Namibia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","available upon request","0","christianity","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"847","NA","3","2","Namibia","3","3","3","3","3","3","3","4","3","5","4","3","4","4","3","2","3","4","3","3","4","3","4","3","3","4","1","3","4","4","NA","3","NA","5","NA","5","NA","4","5","2","NA","3","4","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","3","NA","1","available upon request","0","christianity","2","0","4","4","4","4","4","4","4","4","4","4","4"
"848","18","NA","NA","Namibia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","available upon request","0","christianity","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"849","17","NA","NA","Namibia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","available upon request","0","christianity","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"850","17","4","3","Namibia","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","NA","NA","NA","NA","NA","5","NA","NA","5","NA","NA","NA","5","NA","NA","NA","NA","NA","5","5","NA","5","NA","NA","5","NA","5","NA","5","1","available upon request","1","christianity","1","0","6","6","6","6","6","6","6","6","6","6","6"
"851","18","4","4","Namibia","5","4","6","5","4","5","5","4","6","6","5","6","4","1","5","5","5","6","6","5","5","5","6","6","5","6","5","5","6","4","NA","6","NA","NA","NA","6","5","5","NA","NA","NA","NA","6","NA","5","NA","NA","4","NA","6","5","NA","6","NA","NA","NA","NA","NA","NA","NA","1","available upon request","0","christianity","2","0","7","7","7","7","7","7","7","7","7","7","7"
"852","18","2","2","Namibia","5","5","6","5","5","5","5","5","5","5","5","5","5","5","2","4","5","6","5","5","5","5","5","5","5","5","5","2","5","5","NA","NA","5","NA","NA","NA","5","5","5","5","5","5","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","5","NA","3","available upon request","0","christianity","3","0","2","6","2","2","2","2","6","2","6","2","6"
"853","18","1","1","Namibia","5","4","5","5","4","6","4","4","5","6","6","5","5","5","5","5","5","5","5","5","5","5","6","5","5","5","6","5","6","5","5","5","NA","NA","NA","NA","NA","NA","NA","5","NA","5","NA","4","6","NA","6","NA","4","NA","5","NA","NA","NA","5","NA","NA","NA","NA","NA","2","available upon request","0","christianity","3","1","2","2","2","6","2","2","2","6","6","6","6"
"854","18","1","1","Namibia","5","6","5","4","5","6","5","6","5","5","6","6","5","6","5","6","6","5","5","6","5","6","5","5","6","6","5","6","5","5","NA","5","5","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","5","NA","NA","NA","4","5","5","5","NA","NA","5","NA","2","available upon request","0","no affiliation","3","0","2","2","6","6","7","4","4","7","6","5","7"
"855","19","2","2","Namibia","5","5","6","5","5","2","5","5","5","5","5","5","5","5","5","5","2","6","6","2","5","2","5","5","5","2","4","5","5","5","5","5","NA","NA","NA","NA","NA","2","NA","NA","NA","5","NA","NA","NA","5","NA","5","NA","5","NA","NA","5","NA","NA","NA","NA","5","5","NA","1","available upon request","0","christianity","3","0","2","6","6","6","2","6","6","6","6","6","6"
"856","18","2","1","Namibia","4","5","4","4","6","4","6","5","5","6","6","6","5","5","4","4","4","6","6","5","5","6","6","5","5","4","6","6","5","5","NA","NA","NA","NA","6","5","NA","6","4","NA","NA","5","NA","6","NA","NA","5","6","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","5","2","available upon request","0","christianity","2","0","2","2","2","4","6","6","6","6","7","7","7"
"857","18","1","1","Namibia","4","5","5","6","5","4","6","5","6","5","5","6","6","5","6","6","4","5","5","5","5","6","6","6","6","6","5","4","6","6","NA","5","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","5","NA","5","NA","NA","NA","6","NA","5","NA","NA","NA","5","6","5","NA","2","available upon request","0","christianity","3","0","6","6","5","6","6","5","7","7","5","7","6"
"858","20","2","2","Namibia","5","5","5","5","5","5","5","6","5","5","5","5","5","5","5","5","5","5","4","5","5","2","5","5","5","5","5","5","5","5","NA","NA","5","NA","NA","NA","NA","NA","5","2","5","NA","NA","5","2","NA","5","NA","NA","5","NA","NA","NA","NA","NA","2","NA","5","NA","NA","3","available upon request","0","christianity","2","0","1","6","6","4","4","6","6","6","6","6","6"
"859","18","1","1","Namibia","6","6","6","6","5","5","5","6","6","6","6","6","6","4","6","6","5","5","6","5","4","5","6","4","6","5","5","6","5","6","NA","5","NA","NA","5","NA","NA","NA","6","NA","NA","NA","6","4","NA","NA","4","NA","NA","NA","NA","NA","NA","4","5","5","6","NA","NA","NA","2","available upon request","0","christianity","5","0","4","4","4","6","4","4","4","4","4","4","4"
"860","17","2","2","Namibia","5","5","5","6","6","6","5","6","6","6","5","6","5","5","5","5","6","5","5","5","5","5","5","5","5","5","5","5","5","5","NA","NA","4","6","NA","5","6","NA","NA","NA","NA","NA","NA","NA","NA","5","5","5","6","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","5","3","available upon request","1","christianity","2","1","2","6","6","5","2","3","6","5","6","6","6"
"861","20","2","2","Namibia","5","5","5","5","5","5","5","5","5","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","4","5","5","5","NA","5","NA","5","NA","5","5","5","2","NA","NA","5","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","3","available upon request","0","christianity","3","1","6","6","6","2","2","2","6","2","6","6","6"
"862","18","2","2","Namibia","5","5","6","4","5","6","6","6","6","3","6","3","6","6","5","6","5","6","6","6","6","6","6","6","6","6","5","5","6","5","NA","5","NA","NA","NA","NA","6","NA","NA","5","NA","NA","6","NA","NA","NA","5","5","5","5","NA","NA","NA","NA","NA","NA","NA","NA","5","5","2","available upon request","0","christianity","2","0","5","6","6","6","7","5","5","7","7","7","5"
