Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,Consent object-7 Response,Consent object-7 Quantised
1,1742973798133,26/03/2025 07:23,1742984598133,3,26/03/2025 13:23,209877,4,questionnaire-wmsj,,44723697,BLINDED,13035321,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x648,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742973790481,26/03/2025 07:23,1742984590481,3,26/03/2025 13:23,209877,4,questionnaire-wmsj,,44723686,BLINDED,13035315,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.2,393x852,393x649,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742934385497,25/03/2025 20:26,1742945185497,3,26/03/2025 02:26,209877,4,questionnaire-wmsj,,44717029,BLINDED,13033422,,live,,,mobile,undefined K,Android 13,Chrome 134.0.6998.39,393x873,392x767,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742973889171,26/03/2025 07:24,1742984689171,3,26/03/2025 13:24,209877,4,questionnaire-wmsj,,44723755,BLINDED,13035351,,live,,,mobile,undefined K,Android 11,Chrome 134.0.6998.39,385x833,384x700,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742973890602,26/03/2025 07:24,1742984690602,3,26/03/2025 13:24,209877,4,questionnaire-wmsj,,44723756,BLINDED,13035352,,live,,,mobile,Apple iPhone,iOS 17.4.1,Mobile Safari 17.4.1,390x844,390x648,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742973914662,26/03/2025 07:25,1742984714662,3,26/03/2025 13:25,209877,4,questionnaire-wmsj,,44723760,BLINDED,13035353,,live,,,mobile,undefined K,Android 14,Chrome 134.0.6998.39,360x820,360x714,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742973922967,26/03/2025 07:25,1742984722967,3,26/03/2025 13:25,209877,4,questionnaire-wmsj,,44723766,BLINDED,13035357,,live,,,mobile,undefined K,Android 14,Chrome 134.0.6998.108,393x873,392x735,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742973925717,26/03/2025 07:25,1742984725717,3,26/03/2025 13:25,209877,4,questionnaire-wmsj,,44723767,BLINDED,13035358,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1536x960,1495x766,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742973937178,26/03/2025 07:25,1742984737178,3,26/03/2025 13:25,209877,4,questionnaire-wmsj,,44723769,BLINDED,13035359,,complete,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6.1,390x844,390x648,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742973955320,26/03/2025 07:25,1742984755320,3,26/03/2025 13:25,209877,4,questionnaire-wmsj,,44723778,BLINDED,13035361,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.2,390x844,390x648,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742973960865,26/03/2025 07:26,1742984760865,3,26/03/2025 13:26,209877,4,questionnaire-wmsj,,44723790,BLINDED,13035367,,live,,,mobile,Apple iPhone,iOS 18.2,Mobile Safari 18.2,390x844,390x648,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742973968924,26/03/2025 07:26,1742984768924,3,26/03/2025 13:26,209877,4,questionnaire-wmsj,,44723792,BLINDED,13035368,,complete,,,mobile,Apple iPhone,iOS 18.0.1,Mobile Safari 18.0.1,430x932,430x729,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742974006492,26/03/2025 07:26,1742984806492,3,26/03/2025 13:26,209877,4,questionnaire-wmsj,,44723807,BLINDED,13035370,,live,,,mobile,Apple iPhone,iOS 18.3.1,Mobile Safari 18.3.1,393x852,393x649,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742974280404,26/03/2025 07:31,1742985080404,3,26/03/2025 13:31,209877,4,questionnaire-wmsj,,44723809,BLINDED,13035371,,live,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.2,393x852,393x649,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742974031545,26/03/2025 07:27,1742984831545,3,26/03/2025 13:27,209877,4,questionnaire-wmsj,,44723810,BLINDED,13035372,,complete,,,mobile,undefined K,Android 15,Chrome 134.0.6998.39,393x873,392x735,,,0,Consent form Olga,2,consent,M,Я согласен(-на).,1
1,1742974059211,26/03/2025 07:27,1742984859211,3,26/03/2025 13:27,209877,4,questionnaire-wmsj,,44723824,BLINDED,13035379,,complete,,,mobile,Apple iPhone,iOS 17.4.1,Mobile Safari 17.4.1,414x896,414x714,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742974298759,26/03/2025 07:31,1742985098759,3,26/03/2025 13:31,209877,4,questionnaire-wmsj,,44723834,BLINDED,13035383,,live,,,mobile,undefined K,Android 13,Chrome 134.0.6998.40,360x800,360x664,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742974100209,26/03/2025 07:28,1742984900209,3,26/03/2025 13:28,209877,4,questionnaire-wmsj,,44723838,BLINDED,13035386,,live,,,mobile,Apple iPhone,iOS 17.4.1,Mobile Safari 17.4.1,390x844,390x648,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742974106919,26/03/2025 07:28,1742984906919,3,26/03/2025 13:28,209877,4,questionnaire-wmsj,,44723839,BLINDED,13035387,,live,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3.1,414x896,414x699,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742974126462,26/03/2025 07:28,1742984926462,3,26/03/2025 13:28,209877,4,questionnaire-wmsj,,44723843,BLINDED,13035390,,complete,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6.1,375x812,375x613,,,0,Consent form Olga,2,consent,M,Я согласен(-на).,1
1,1742974139990,26/03/2025 07:28,1742984939990,3,26/03/2025 13:28,209877,4,questionnaire-wmsj,,44723845,BLINDED,13035391,,live,,,mobile,undefined K,Android 11,Chrome 134.0.6998.39,385x833,384x700,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742974042832,26/03/2025 07:27,1742984842832,3,26/03/2025 13:27,209877,4,questionnaire-wmsj,,44723819,BLINDED,13035378,,live,,,mobile,undefined K,Android 14,Chrome 134.0.6998.108,384x832,384x700,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742974162822,26/03/2025 07:29,1742984962822,3,26/03/2025 13:29,209877,4,questionnaire-wmsj,,44723863,BLINDED,13035393,,live,,,mobile,undefined K,Android 13,Chrome 133.0.6943.138,393x873,393x736,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742974178808,26/03/2025 07:29,1742984978808,3,26/03/2025 13:29,209877,4,questionnaire-wmsj,,44723868,BLINDED,13035395,,live,,,mobile,Apple iPhone,iOS 18.2.1,Mobile Safari 18.2.1,440x956,440x753,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742974239602,26/03/2025 07:30,1742985039602,3,26/03/2025 13:30,209877,4,questionnaire-wmsj,,44723889,BLINDED,13035403,,live,,,mobile,undefined K,Android 13,Chrome 134.0.6998.135,360x806,360x662,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742974248749,26/03/2025 07:30,1742985048749,3,26/03/2025 13:30,209877,4,questionnaire-wmsj,,44723891,BLINDED,13035404,,live,,,mobile,Apple iPhone,iOS 18.3.1,Mobile Safari 18.3.1,390x844,390x648,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742974212911,26/03/2025 07:30,1742985012911,3,26/03/2025 13:30,209877,4,questionnaire-wmsj,,44723882,BLINDED,13035401,,live,,,mobile,Apple iPhone,iOS 17.2,Mobile Safari 17.2,390x844,390x663,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742974260513,26/03/2025 07:31,1742985060513,3,26/03/2025 13:31,209877,4,questionnaire-wmsj,,44723901,BLINDED,13035408,,live,,,mobile,undefined K,Android 12,Chrome 134.0.6998.39,385x854,384x725,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742974572301,26/03/2025 07:36,1742985372301,3,26/03/2025 13:36,209877,4,questionnaire-wmsj,,44724021,BLINDED,13035431,,live,,,mobile,undefined K,Android 14,Chrome 134.0.6998.135,385x854,384x718,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742974543426,26/03/2025 07:35,1742985343426,3,26/03/2025 13:35,209877,4,questionnaire-wmsj,,44724024,BLINDED,13035434,,live,,,mobile,Apple iPhone,iOS 17.2.1,Mobile Safari 17.2.1,414x896,414x699,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742974452771,26/03/2025 07:34,1742985252771,3,26/03/2025 13:34,209877,4,questionnaire-wmsj,,44723990,BLINDED,13035426,,live,,,mobile,Apple iPhone,iOS 18.3.1,Mobile Safari 18.3.1,390x844,390x648,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742974425524,26/03/2025 07:33,1742985225524,3,26/03/2025 13:33,209877,4,questionnaire-wmsj,,44723981,BLINDED,13035424,,complete,,,mobile,undefined K,Android 12,Chrome 134.0.6998.39,360x804,360x695,,,0,Consent form Olga,2,consent,M,Я согласен(-на).,1
1,1742974407511,26/03/2025 07:33,1742985207511,3,26/03/2025 13:33,209877,4,questionnaire-wmsj,,44723973,BLINDED,13035422,,live,,,mobile,undefined K,Android 14,Chrome 134.0.6998.108,393x873,392x735,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742974417176,26/03/2025 07:33,1742985217176,3,26/03/2025 13:33,209877,4,questionnaire-wmsj,,44723974,BLINDED,13035423,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.2,390x844,390x648,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742974362738,26/03/2025 07:32,1742985162738,3,26/03/2025 13:32,209877,4,questionnaire-wmsj,,44723949,BLINDED,13035420,,live,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x648,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
