Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,Dictator_decision object-100 Response,Dictator_decision object-100 Quantised
1,1746013457806,30/04/2025 11:44,1746038657806,7,01/05/2025 01:44,209877,4,questionnaire-3zyp,,45758253,BLINDED,13315578,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.2,393x852,393x649,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,,
1,1746014986493,30/04/2025 12:09,1746040186493,7,01/05/2025 02:09,209877,4,questionnaire-3zyp,,45759075,BLINDED,13315865,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.2,375x812,375x613,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,8,9
1,1746192111272,02/05/2025 13:21,1746202911272,3,02/05/2025 19:21,209877,4,questionnaire-3zyp,,45814283,BLINDED,13331610,,complete,,,mobile,undefined K,Android 10,Chrome 133.0.0.0,360x796,360x707,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,5,6
1,1746193232098,02/05/2025 13:40,1746204032098,3,02/05/2025 19:40,209877,4,questionnaire-3zyp,,45814834,BLINDED,13331914,,live,,,mobile,undefined K,Android 13,Chrome 135.0.7049.110,360x800,360x720,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,,5,6
1,1746193723197,02/05/2025 13:48,1746204523197,3,02/05/2025 19:48,209877,4,questionnaire-3zyp,,45815056,BLINDED,13332020,,live,,,mobile,undefined K,Android 13,Chrome 135.0.7049.110,360x800,360x720,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,5,6
1,1746195014489,02/05/2025 14:10,1746205814489,3,02/05/2025 20:10,209877,4,questionnaire-3zyp,,45815743,BLINDED,13332181,,complete,,,mobile,undefined K,Android 12,Chrome 135.0.7049.110,385x854,384x725,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,M,4,5
1,1746195033043,02/05/2025 14:10,1746205833043,3,02/05/2025 20:10,209877,4,questionnaire-3zyp,,45815765,BLINDED,13332176,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,1680x1050,1636x899,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,10,11
1,1746194784754,02/05/2025 14:06,1746205584754,3,02/05/2025 20:06,209877,4,questionnaire-3zyp,,45815626,BLINDED,13332156,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Yandex 25.4.2.519.10,390x844,390x655,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,2,3
1,1746195816712,02/05/2025 14:23,1746206616712,3,02/05/2025 20:23,209877,4,questionnaire-3zyp,,45816345,BLINDED,13332234,,complete,,,mobile,Apple iPhone,iOS 16.6,Mobile Safari 16.6,414x896,414x721,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,M,5,6
1,1746453099440,05/05/2025 13:51,1746463899440,3,05/05/2025 19:51,209877,4,questionnaire-3zyp,,45871036,BLINDED,13348579,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,384x832,384x700,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,5,6
1,1746995272192,11/05/2025 20:27,1747006072192,3,12/05/2025 02:27,209877,4,questionnaire-3zyp,,46070662,BLINDED,13397828,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.4.0.0,1536x864,1488x724,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,M,4,5
1,1746190979494,02/05/2025 13:02,1746201779494,3,02/05/2025 19:02,209877,4,questionnaire-3zyp,,45813503,BLINDED,13331336,,live,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,414x896,414x699,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,5,6
1,1746190640018,02/05/2025 12:57,1746201440018,3,02/05/2025 18:57,209877,4,questionnaire-3zyp,,45813208,BLINDED,13331352,,complete,,,mobile,Apple iPhone,iOS 18.0,Mobile Safari 18.0,414x896,414x699,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,10,11
1,1745975806861,30/04/2025 01:16,1745986606861,3,30/04/2025 07:16,209877,4,questionnaire-3zyp,,45744428,BLINDED,13311775,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,414x896,414x699,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,M,3,4
1,1745950106241,29/04/2025 18:08,1745960906241,3,30/04/2025 00:08,209877,4,questionnaire-3zyp,,45736575,BLINDED,13309798,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1536x960,1536x844,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,5,6
1,1745938897853,29/04/2025 15:01,1745949697853,3,29/04/2025 21:01,209877,4,questionnaire-3zyp,,45732681,BLINDED,13308257,,live,,,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6.1,393x852,393x649,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,5,6
1,1745938963739,29/04/2025 15:02,1745949763739,3,29/04/2025 21:02,209877,4,questionnaire-3zyp,,45732701,BLINDED,13308283,,live,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.2,440x956,440x753,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,,3,4
1,1745918477730,29/04/2025 09:21,1745929277730,3,29/04/2025 15:21,209877,4,questionnaire-3zyp,,45721889,BLINDED,13304602,,live,,,mobile,undefined K,Android 12,Chrome 135.0.7049.110,385x854,384x725,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,,3,4
1,1745864610659,28/04/2025 18:23,1745875410659,3,29/04/2025 00:23,209877,4,questionnaire-3zyp,,45708529,BLINDED,13300477,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,393x852,393x659,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,M,4,5
1,1745865220897,28/04/2025 18:33,1745876020897,3,29/04/2025 00:33,209877,4,questionnaire-3zyp,,45708811,BLINDED,13300310,,live,,,mobile,Apple iPhone,iOS 18.3.2,Yandex 25.4.2.473.10,390x844,390x655,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,,0,1
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
